EPAFacilityID,ContaminantName,RegistryNumber
CAD980817985,Perchlorate,14797-73-0
CAD980817985,"1,4-Dioxane",123-91-1
CAD980817985,N-Nitrosodimethylamine,62-75-9
CAD980817985,"1,2,4-Trichlorobenzene",120-82-1
CAD980817985,"1,2,4-Trimethylbenzene",95-63-6
CAD980817985,"1,4-Dichlorobenzene",106-46-7
CAD980817985,n-Butyl benzene,104-51-8
CAD980817985,sec-Butyl benzene,135-98-9
CAD980817985,Bis(2-ethylhexyl)phthalate,117-81-7
CAD980817985,Dibutyl phthalate,84-74-2
CAD980817985,Naphthalene,91-20-3
CAD980817985,Dibromochloropropane,96-12-8
CAD980817985,Total petroleum hydrocarbons,TBD-00000012
CAD980817985,"1,1,1-Trichloroethane",71-55-6
CAD980817985,"1,1,2,2-Tetrachloroethane",79-34-5
CAD980817985,"1,1,2-Trichloro-1,2,2-trifluoroethane",76-13-1
CAD980817985,"1,1,2-Trichloroethane",79-00-5
CAD980817985,"1,1-Dichloroethane",75-34-3
CAD980817985,"1,1-Dichloroethene",75-35-4
CAD980817985,"1,2-Dichlorobenzene",95-50-1
CAD980817985,"1,2-Dichloroethane",107-06-2
CAD980817985,"1,2-Dichloropropane",78-87-5
CAD980817985,"1,2-cis-Dichloroethene",156-59-2
CAD980817985,"1,2-trans-Dichloroethene",156-60-5
CAD980817985,"1,3,5-Trimethylbenzene",108-67-8
CAD980817985,"1,3-Dichlorobenzene",541-73-1
CAD980817985,Benzene,71-43-2
CAD980817985,Bromochloromethane,74-97-5
CAD980817985,Bromodichloromethane,75-27-4
CAD980817985,Bromoform,75-25-2
CAD980817985,Bromomethane,74-83-9
CAD980817985,Carbon disulfide,75-15-0
CAD980817985,Carbon tetrachloride,56-23-5
CAD980817985,Chlorobenzene,108-90-7
CAD980817985,Chloroethane,75-00-3
CAD980817985,Chloroform,67-66-3
CAD980817985,Dibromochloromethane,124-48-1
CAD980817985,Ethylbenzene,100-41-4
CAD980817985,Isopropyl alcohol,67-63-0
CAD980817985,Isopropyl benzene,98-82-8
CAD980817985,Methylene chloride,75-09-2
CAD980817985,Styrene,100-42-5
CAD980817985,Tetrachloroethene,127-18-4
CAD980817985,Toluene,108-88-3
CAD980817985,"trans-1,2-Dichloroethene",156-60-5
CAD980817985,Trichloroethylene,79-01-6
CAD980817985,Trichlorofluoromethane,75-69-4
CAD980817985,Vinyl chloride,75-01-4
CAD980817985,Xylene (mixed isomers),1330-20-7
CAD980817985,"cis-1,2-Dichloroethene",156-59-2
CAD980818512,"1,1,1-Trichloroethane",71-55-6
CAD980818512,"1,1-Dichloroethane",75-34-3
CAD980818512,"1,1-Dichloroethylene",75-35-4
CAD980818512,"1,2-Dichloroethane",107-06-2
CAD980818512,Acetone,67-64-1
CAD980818512,Benzene,71-43-2
CAD980818512,Carbon disulfide,75-15-0
CAD980818512,Carbon tetrachloride,56-23-5
CAD980818512,Chloroform,67-66-3
CAD980818512,Ethylbenzene,100-41-4
CAD980818512,Methylene chloride,75-09-2
CAD980818512,Tetrachloroethylene,127-18-4
CAD980818512,Toluene,108-88-3
CAD980818512,"trans-1,2-Dichloroethylene",156-60-5
CAD980818512,Trichloroethylene,79-01-6
CAD980818512,Xylene (mixed isomers),1330-20-7
CAD980818512,"cis-1,2-Dichloroethylene",156-59-2
CAD980884209,VOC,TBD-00000010
CAD980884209,"1,2,4-Trichlorobenzene",120-82-1
CAD980884209,"1,1,1-Trichloroethane",71-55-6
CAD980884209,"1,1,2-Trichloroethane",79-00-5
CAD980884209,"1,1-Dichloroethane",75-34-3
CAD980884209,"1,1-Dichloroethylene",75-35-4
CAD980884209,"1,2-Dichlorobenzene",95-50-1
CAD980884209,"1,2-Dichloroethane",107-06-2
CAD980884209,Acetone,67-64-1
CAD980884209,Benzene,71-43-2
CAD980884209,Freon 113,76-13-1
CAD980884209,Methylene chloride,75-09-2
CAD980884209,Tetrachloroethylene,127-18-4
CAD980884209,"trans-1,2-Dichloroethylene",156-60-5
CAD980884209,Trichloroethylene,79-01-6
CAD980884209,"cis-1,2-Dichloroethylene",156-59-2
CAD980884209,Arsenic,7440-38-2
CAD980884209,"1,1,2,2-Tetrachloroethane",79-34-5
CAD980884209,Toluene,108-88-3
CAD980884209,Trichloroethane,TBD-00000010
CAD980884209,Xylene (mixed isomers),1330-20-7
CAD980884357,"1,2,4-Trimethylbenzene",95-63-6
CAD980884357,"1,2-Dibromoethane",106-93-4
CAD980884357,"1,1,1-Trichloroethane",71-55-6
CAD980884357,"1,1-Dichloroethene",75-35-4
CAD980884357,"1,2-Dichloroethane",107-06-2
CAD980884357,"1,2-Dichloropropane",78-87-5
CAD980884357,"1,3,5-Trimethylbenzene",108-67-8
CAD980884357,Benzene,71-43-2
CAD980884357,Carbon tetrachloride,56-23-5
CAD980884357,Chloroform,67-66-3
CAD980884357,Ethylbenzene,100-41-4
CAD980884357,Methane,74-82-8
CAD980884357,Tetrachloroethene,127-18-4
CAD980884357,Toluene,108-88-3
CAD980884357,"trans-1,2-Dichloroethene",156-60-5
CAD980884357,Trichloroethene,79-01-6
CAD980884357,Vinyl chloride,75-01-4
CAD980884357,Xylene (mixed isomers),1330-20-7
CAD980884357,"cis-1,2-Dichloroethene",156-59-2
CAD980884357,Arsenic,7440-38-2
CAD980884357,Lead,7439-92-1
CAD980884357,Manganese,7439-96-5
CAD980884357,Mercury,7439-97-6
CAD980884357,"1,4-Dichlorobenzene",106-46-7
CAD980884357,Benzoic acid,65-85-0
CAD980884357,Pentachlorophenol,87-86-5
CAD980884357,Antimony,7440-36-0
CAD980884357,Cadmium,7440-43-9
CAD980884357,Chromium,7440-47-3
CAD980884357,Copper,7440-50-8
CAD980884357,Selenium,7782-49-2
CAD980884357,Thallium,7440-28-0
CAD980884357,Zinc,7440-66-6
CAD980884357,Polychlorinated biphenyls,1336-36-3
CAD980884357,Aldrin,309-00-2
CAD980884357,Chlordane,57-74-9
CAD980884357,DDT,50-29-3
CAD980884357,Dieldrin,60-57-1
CAD980884357,Heptachlor,76-44-8
CAD980884357,DDD,72-54-8
CAD980884357,DDE,72-55-9
CAD980884357,gamma-BHC,58-89-9
CAD980884357,Heptachlor epoxide,1024-57-3
CAD980884357,2-Butanone,78-93-3
CAD980884357,Methylene chloride,75-09-2
CAD980884357,Beryllium,7440-41-7
CAD980884357,PAH,TBD-00000003
CAD980884357,PCBs,1336-36-3
CAD980893234,"1,4-Dichlorobenzene",106-46-7
CAD980893234,Silver,7440-22-4
CAD980893234,"1,1-Dichloroethane",75-34-3
CAD980893234,"1,1-Dichloroethylene",75-35-4
CAD980893234,Tetrachloroethylene,127-18-4
CAD980893234,Trichloroethylene,79-01-6
CAD980893234,Vinyl chloride,75-01-4
CAD980893234,"cis-1,2-Dichloroethylene",156-59-2
CAD980893234,TCE,79-01-6
CAD980893234,"1,1,1-Trichloroethane",71-55-6
CAD980893234,"1,1,2-Trichloroethane",79-00-5
CAD980893234,Chloroform,67-66-3
CAD980893234,Methylene chloride,75-09-2
CAD980894679,Arsenic,7440-38-2
CAD980894679,Chromium,7440-47-3
CAD980894679,Copper,7440-50-8
CAD980894679,Lead,7439-92-1
CAD980894679,Total PAHs,130498-29-2
CAD980894679,Benzo[a]pyrene,50-32-8
CAD980894679,Benzene,71-43-2
CAD980894679,Toluene,108-88-3
CAD980894885,Asbestos,1332-21-4
CAD980894893,VOC,TBD-00000010
CAD980894893,Calcium hypochlorite,7778-54-3
CAD980894893,Chromic acid,7738-94-5
CAD980894893,Hydrochloric acid,7647-01-0
CAD980894893,Sodium hydroxide,1310-73-2
CAD980894893,Sodium hypochlorite,7681-52-9
CAD980894893,Zinc cyanide,557-21-1
CAD980894893,"1,1,1-Trichloroethane",71-55-6
CAD980894893,PCE,127-18-4
CAD980894893,TCE,79-01-6
CAD980894893,Arsenic,7440-38-2
CAD980894893,Chromium (hexavalent),18540-29-9
CAD980894893,Chromium,7440-47-3
CAD980894893,Perchlorate,14797-73-0
CAD980894893,"1,1,2-TCA",79-00-5
CAD980894893,"1,1-Dichloroethane",75-34-3
CAD980894893,"1,1-Dichloroethene",75-35-4
CAD980894893,"1,2,3-Trichloropropane",96-18-4
CAD980894893,"1,2-Dichloroethane",107-06-2
CAD980894893,"1,4-Dioxane",123-91-1
CAD980894893,Benzene,71-43-2
CAD980894893,Carbon tetrachloride,56-23-5
CAD980894893,Chloroform,67-66-3
CAD980894893,Methylene chloride,75-09-2
CAD980894893,N-Nitrosodimethylamine,62-75-9
CAD980894893,Tetrachloroethylene,127-18-4
CAD980894893,Trichloroethylene,79-01-6
CAD980894893,"1,2-cis-Dichloroethene",156-59-2
CAD980894901,Inorganics,TBD-00000005
CAD980894901,Nitrate,TBD-00000005
CAD980894901,Arsenic,7440-38-2
CAD980894901,Chromium,7440-47-3
CAD980894901,Lead,7439-92-1
CAD980894901,Mercury,7439-97-6
CAD980894901,Nickel,7440-02-0
CAD980894901,Zinc,7440-66-6
CAD980894901,Bis(2-ethylhexyl)phthalate,117-81-7
CAD980894901,"1,1,2,2-Tetrachloroethane",79-34-5
CAD980894901,"1,1-Dichloroethane",75-34-3
CAD980894901,"1,1-Dichloroethylene",75-35-4
CAD980894901,"1,2-Dichloroethane",107-06-2
CAD980894901,"1,2-Dichloroethylene",540-59-0
CAD980894901,2-Butanone,78-93-3
CAD980894901,Benzene,71-43-2
CAD980894901,Carbon tetrachloride,56-23-5
CAD980894901,Chloroform,67-66-3
CAD980894901,Dibromochloromethane,124-48-1
CAD980894901,Perchloroethylene,127-18-4
CAD980894901,Trichloroethylene,79-01-6
CAD980894901,2-Methylnaphthalene,90-12-0
CAD980894901,Naphthalene,91-20-3
CAD980894901,"1,1,1-Trichloroethane",71-55-6
CAD980894901,"1,1-Dichloroethene",75-35-4
CAD980894901,Methylene chloride,75-09-2
CAD980894901,Tetrachloroethene,127-18-4
CAD980894901,Toluene,108-88-3
CAD980894901,Trichloroethene,79-01-6
CAD980894901,Vinyl chloride,75-01-4
CAD980894901,Xylene (mixed isomers),1330-20-7
CAD980894984,Nitrate,TBD-00000005
CAD980894984,Antimony,7440-36-0
CAD980894984,Chromium,7440-47-3
CAD980894984,Nickel,7440-02-0
CAD980894984,Thallium,7440-28-0
CAD980894984,Tetrachloroethene,127-18-4
CAD980894984,Trichloroethene,79-01-6
CAD981171523,Ethylidene dichloride,75-34-3
CAD981171523,Vinylidene chloride,75-35-4
CAD981171523,"1,1,1-Trichloroethane",71-55-6
CAD981171523,"1,1-Dichloroethane",75-34-3
CAD981171523,"1,1-Dichloroethylene",75-35-4
CAD981434517,"1,1-Dichloroethane",75-34-3
CAD981434517,Dichlorodifluoromethane,75-71-8
CAD981434517,Tetrachloroethylene,127-18-4
CAD981434517,Trichloroethylene,79-01-6
CAD981434517,Trichlorofluoromethane,75-69-4
CAD981434517,"cis-1,2-Dichloroethylene",156-59-2
CAD981434517,"1,2-trans-Dichloroethylene",156-60-5
CAD981434517,Perchloroethylene,127-18-4
CAD981436363,DDT,50-29-3
CAD981436363,Dieldrin,60-57-1
CAD981436363,"4,4-DDT",50-29-3
CAD981436363,Endrin,72-20-8
CAD981997752,Perchloroethylene,127-18-4
CAD981997752,Toluene,108-88-3
CAD983618893,Arsenic,7440-38-2
CAD983618893,Cobalt,7440-48-4
CAD983618893,Cyanide,57-12-5
CAD983618893,Antimony,7440-36-0
CAD983618893,Cadmium,7440-43-9
CAD983618893,Copper,7440-50-8
CAD983618893,Iron,7439-89-6
CAD983618893,Lead,7439-92-1
CAD983618893,Manganese,7439-96-5
CAD983618893,Mercury,7439-97-6
CAD983618893,Nickel,7440-02-0
CAD983618893,Selenium,7782-49-2
CAD983618893,Silver,7440-22-4
CAD983618893,Zinc,7440-66-6
CAD983618893,Barium,7440-39-3
CAD983618893,Beryllium,7440-41-7
CAD990793887,VOC,TBD-00000010
CAD990793887,"1,1,1-Trichloroethane",71-55-6
CAD990793887,"1,1-Dichloroethane",75-34-3
CAD990793887,"1,1-Dichloroethylene",75-35-4
CAD990793887,"1,2-Dichloroethane",107-06-2
CAD990793887,Benzene,71-43-2
CAD990793887,Ethylbenzene,100-41-4
CAD990793887,Toluene,108-88-3
CAD990793887,Xylene (mixed isomers),1330-20-7
CAD990832735,VOC,TBD-00000010
CAD990832735,"1,2,4-Trichlorobenzene",120-82-1
CAD990832735,4-(N-Nitrosomethylamino)-1-(3-pyridyl)-1-butanone,64091-91-4
CAD990832735,Phenol,108-95-2
CAD990832735,Bis(2-ethylhexyl)phthalate,117-81-7
CAD990832735,Butyl benzyl phthalate,85-68-7
CAD990832735,Dibutyl phthalate,84-74-2
CAD990832735,"1,1,1-Trichloroethane",71-55-6
CAD990832735,"1,1-Dichloroethane",75-34-3
CAD990832735,"1,1-Dichloroethene",75-35-4
CAD990832735,1-Butanol,71-36-3
CAD990832735,"2,2,4-Trimethylpentane",540-84-1
CAD990832735,Acetone,67-64-1
CAD990832735,Benzene,71-43-2
CAD990832735,Carbon disulfide,75-15-0
CAD990832735,Freon 113,76-13-1
CAD990832735,Ethanol,64-17-5
CAD990832735,Ethylbenzene,100-41-4
CAD990832735,Methyl ethyl ketone,78-93-3
CAD990832735,n-Butyl alcohol,71-36-3
CAD990832735,Styrene (monomer),100-42-5
CAD990832735,TCE,79-01-6
CAD990832735,Toluene,108-88-3
CAD990832735,Vinyl chloride,75-01-4
CAD990832735,Xylene (mixed isomers),1330-20-7
CAD990832735,"cis-1,2-Dichloroethene",156-59-2
CAN000905945,Perchlorate,14797-73-0
CAN000905945,Carbon tetrachloride,56-23-5
CAN000905945,Chloroform,67-66-3
CAN000905945,Methylene chloride,75-09-2
CAN000905945,Trichloroethene,79-01-6
CAT000612184,VOC,TBD-00000010
CAT000612184,"1,1,1-TCA",71-55-6
CAT000612184,Ethylidene dichloride,75-34-3
CAT000612184,Vinylidene chloride,75-35-4
CAT000612184,"1,2-DCA",107-06-2
CAT000612184,Freon-11,75-69-4
CAT000612184,Freon 113,76-13-1
CAT000612184,TCE,79-01-6
CAT000612184,"1,2-trans-Dichloroethene",156-60-5
CAT000612184,"1,2-cis-Dichloroethene",156-59-2
CAT000646208,Lead,7439-92-1
CAT000646208,PAH,TBD-00000003
CAT080012024,"1,2,4-Trichlorobenzene",120-82-1
CAT080012024,"1,4-Dichlorobenzene",106-46-7
CAT080012024,Pentachlorophenol,87-86-5
CAT080012024,Ammonia,7664-41-7
CAT080012024,Cyanide,57-12-5
CAT080012024,Fluoride,16984-48-8
CAT080012024,Nitrate,TBD-00000005
CAT080012024,Nitrate/nitrite,TBD-00000005
CAT080012024,Antimony,7440-36-0
CAT080012024,Arsenic,7440-38-2
CAT080012024,Barium,7440-39-3
CAT080012024,Beryllium,7440-41-7
CAT080012024,Cadmium,7440-43-9
CAT080012024,Chromium,7440-47-3
CAT080012024,Chromium (hexavalent),18540-29-9
CAT080012024,Copper,7440-50-8
CAT080012024,Lead,7439-92-1
CAT080012024,Manganese,7439-96-5
CAT080012024,Mercury,7439-97-6
CAT080012024,Nickel,7440-02-0
CAT080012024,Selenium,7782-49-2
CAT080012024,Thallium,7440-28-0
CAT080012024,Zinc,7440-66-6
CAT080012024,Bis(2-ethylhexyl)phthalate,117-81-7
CAT080012024,Butyl benzyl phthalate,85-68-7
CAT080012024,Di-n-octyl phthalate,117-84-0
CAT080012024,Aldrin,309-00-2
CAT080012024,Chlordane,57-74-9
CAT080012024,Endrin,72-20-8
CAT080012024,Heptachlor,76-44-8
CAT080012024,beta-BHC,319-85-7
CAT080012024,gamma-BHC,58-89-9
CAT080012024,Heptachlor epoxide,1024-57-3
CAT080012024,Methoxychlor,72-43-5
CAT080012024,"1,1,1-Trichloroethane",71-55-6
CAT080012024,"1,1,2-Trichloroethane",79-00-5
CAT080012024,"1,1-Dichloroethane",75-34-3
CAT080012024,"1,1-Dichloroethylene",75-35-4
CAT080012024,"1,2-Dichlorobenzene",95-50-1
CAT080012024,"1,2-Dichloroethane",107-06-2
CAT080012024,"1,2-Dichloroethylene",540-59-0
CAT080012024,"1,2-Dichloropropane",78-87-5
CAT080012024,"1,3-Dichloropropene",542-75-6
CAT080012024,"1,4-Dioxane",123-91-1
CAT080012024,2-Butanone,78-93-3
CAT080012024,4-Methyl-2-pentanone,108-10-1
CAT080012024,Acetone,67-64-1
CAT080012024,Benzene,71-43-2
CAT080012024,Carbon tetrachloride,56-23-5
CAT080012024,Chlorobenzene,108-90-7
CAT080012024,Chloroform,67-66-3
CAT080012024,Dibromochloromethane,124-48-1
CAT080012024,Ethylbenzene,100-41-4
CAT080012024,Methylene chloride,75-09-2
CAT080012024,Styrene (monomer),100-42-5
CAT080012024,Tetrachloroethylene,127-18-4
CAT080012024,Toluene,108-88-3
CAT080012024,Trichloroethylene,79-01-6
CAT080012024,Trichlorofluoromethane,75-69-4
CAT080012024,Vinyl chloride,75-01-4
CAT080012024,Xylene (mixed isomers),1330-20-7
CAT080012024,VOC,TBD-00000010
CAT080012024,Methane,74-82-8
CAT080012024,Perchloroethylene,127-18-4
CAT080012024,Phenol,108-95-2
CAT080012024,Total Suspended Solids (TSS),E1642818
CAT080012024,Total dissolved solids,TBD-00000015
CAT080012024,Sulfide,TBD-00000005
CAT080012024,Calcium,7440-70-2
CAT080012024,Sodium,7440-23-5
CAT080012024,Oil & grease,TBD-00000021
CAT080012826,Phenol,108-95-2
CAT080012826,Sulfuric acid,7664-93-9
CAT080012826,"4,4-DDT",50-29-3
CAT080012826,Chloroform,67-66-3
CAT080012826,Cadmium,7440-43-9
CAT080012826,Chromium,7440-47-3
CAT080012826,DDT,50-29-3
CAT080012826,TCE,79-01-6
CAT080012826,"1,4-Dichlorobenzene",106-46-7
CAT080012826,Chloride,68188-88-5
CAT080012826,Cyanide,57-12-5
CAT080012826,Sulfate,TBD-00000005
CAT080012826,Sulfide,TBD-00000005
CAT080012826,Arsenic,7440-38-2
CAT080012826,Copper,7440-50-8
CAT080012826,Lead,7439-92-1
CAT080012826,Manganese,7439-96-5
CAT080012826,Zinc,7440-66-6
CAT080012826,"4,4-DDE",72-55-9
CAT080012826,Isophorone,78-59-1
CAT080012826,"1,2-Dichlorobenzene",95-50-1
CAT080012826,2-Butanone,78-93-3
CAT080012826,4-Methyl-2-pentanone,108-10-1
CAT080012826,Acetone,67-64-1
CAT080012826,Chlorobenzene,108-90-7
CAT080012826,Dichloromethane,75-09-2
CAT080012826,Ethylbenzene,100-41-4
CAT080012826,Methylene chloride,75-09-2
CAT080012826,Tetrachloroethylene,127-18-4
CAT080012826,Toluene,108-88-3
CAT080012826,Trichloroethylene,79-01-6
CAT080012826,Dichlorobenzene (mixed isomers),25321-22-6
CAT080012826,Mercury,7439-97-6
CAT080012826,Nickel,7440-02-0
CAT080012826,Silver,7440-22-4
CAT080012826,Organics,TBD-00000009
CAT080012826,PCBs,TBD-00000027
CAT080012826,Pesticides,TBD-00000011
CAT080034234,VOC,TBD-00000010
CAT080034234,"1,2,4-Trichlorobenzene",120-82-1
CAT080034234,Chromium,7440-47-3
CAT080034234,"1,1,1-Trichloroethane",71-55-6
CAT080034234,"1,1-Dichloroethane",75-34-3
CAT080034234,"1,1-Dichloroethene",75-35-4
CAT080034234,Chloroform,67-66-3
CAT080034234,Dichlorodifluoromethane,75-71-8
CAT080034234,Freon 113,76-13-1
CAT080034234,Tetrachloroethylene,127-18-4
CAT080034234,Toluene,108-88-3
CAT080034234,"trans-1,2-Dichloroethene",156-60-5
CAT080034234,Trichloroethene,79-01-6
CAT080034234,Trichlorofluoromethane,75-69-4
CAT080034234,Vinyl chloride,75-01-4
CAT080034234,"cis-1,2-Dichloroethene",156-59-2
CAT080034234,Benzene,71-43-2
CAT080034234,Ethylbenzene,100-41-4
CAT080034234,"1,1,2,2-Tetrachloroethane",79-34-5
CAT080034234,Xylene (mixed isomers),1330-20-7
CO0002259588,Arsenic,7440-38-2
CO0002259588,Lead,7439-92-1
CO0002378230,Manganese,7439-96-5
CO0002378230,Cadmium,7440-43-9
CO0002378230,Lead,7439-92-1
CO0002378230,Zinc,7440-66-6
CO0002378230,Arsenic,7440-38-2
CO5210020769,PCBs,1336-36-3
CO5210020769,Dicyclopentadiene,77-73-6
CO5210020769,Hexachlorocyclopentadiene,77-47-4
CO5210020769,Arsenic,7440-38-2
CO5210020769,Cadmium,7440-43-9
CO5210020769,Chromium,7440-47-3
CO5210020769,Copper,7440-50-8
CO5210020769,Lead,7439-92-1
CO5210020769,Mercury,7439-97-6
CO5210020769,Zinc,7440-66-6
CO5210020769,Aldrin,309-00-2
CO5210020769,DDT,50-29-3
CO5210020769,Dieldrin,60-57-1
CO5210020769,Endrin,72-20-8
CO5210020769,Atrazine,1912-24-9
CO5210020769,Chlorophenoxy herbicides,E17001827
CO5210020769,Dibromochloropropane,96-12-8
CO5210020769,DDD,72-54-8
CO5210020769,Fluoroacetic acid,144-49-0
CO5210020769,Isodrin,465-73-6
CO5210020769,Malathion,121-75-5
CO5210020769,Parathion,56-38-2
CO5210020769,"1,1,1-Trichloroethane",71-55-6
CO5210020769,"1,1,2-Trichloroethane",79-00-5
CO5210020769,"1,1-Dichloroethane",75-34-3
CO5210020769,"1,2-Dichloroethane",107-06-2
CO5210020769,Benzene,71-43-2
CO5210020769,Bicycloheptadiene,TBD-00000010
CO5210020769,Carbon tetrachloride,56-23-5
CO5210020769,Chlorobenzene,108-90-7
CO5210020769,Chloroform,67-66-3
CO5210020769,Ethylbenzene,100-41-4
CO5210020769,m-Xylene,108-38-3
CO5210020769,Methyl isobutyl ketone,108-10-1
CO5210020769,Methylene chloride,75-09-2
CO5210020769,o-Xylene,95-47-6
CO5210020769,p-Xylene,106-42-3
CO5210020769,Toluene,108-88-3
CO5210020769,"trans-1,2-Dichloroethylene",156-60-5
CO5210020769,Trichloroethylene,79-01-6
CO5210020769,Lewisite,541-25-3
CO5210020769,Sarin,107-44-8
CO5210020769,Mustard gas,505-60-2
CO5210020769,VX,50782-69-9
CO5210020769,Chlordane,57-74-9
CO5210020769,DBCP,96-12-8
CO5210020769,DDE,72-55-9
CO5210020769,"1,1,2,2-Tetrachloroethane",79-34-5
CO5210020769,"1,1-Dichloroethylene",75-35-4
CO5210020769,Chloroacetic acid,79-11-8
CO5210020769,Tetrachloroethylene,127-18-4
CO5210020769,VOC,TBD-00000010
CO5210020769,"1,2-trans-Dichloroethylene",156-60-5
CO5210020769,Acid compounds,E966507
CO5210020769,Inorganics,TBD-00000005
CO5210020769,Metals,TBD-00000006
CO5210020769,PAH,TBD-00000003
CO5210020769,Pesticides,TBD-00000011
CO5210020769,TCE,79-01-6
CO5210020769,Base neutral acids,TBD-00000002
CO5210020769,Xylene (mixed isomers),1330-20-7
CO5210020769,Methylphosphonic acid,993-13-5
CO5210020769,Calcium carbonate,471-34-1
CO5210020769,Calcium oxide,1305-78-8
CO5210020769,"1,1,1-TCA",71-55-6
CO5210020769,"1,1,2-TCA",79-00-5
CO5210020769,"1,2-DCE",540-59-0
CO5210020769,"1,2-trans-Dichloroethene",156-60-5
CO5210020769,Organics,TBD-00000009
CO5210020769,"1,4-Dichlorobenzene",106-46-7
CO5210020769,"1,2-Dichlorobenzene",95-50-1
CO5210020769,"1,3-Dichlorobenzene",541-73-1
CO5210020769,"1,2-Dichloroethylene",540-59-0
CO5210020769,Chloride,68188-88-5
CO5210020769,Fluoride,16984-48-8
CO5210020769,Sulfate,TBD-00000005
CO5210020769,Dichlorobenzene (mixed isomers),25321-22-6
CO5210020769,Manganese,7439-96-5
CO5210020769,Nitrate/nitrite,TBD-00000005
CO5210020769,Vinylidene chloride,75-35-4
CO5210020769,"1,2-DCA",107-06-2
CO5210020769,Asbestos,1332-21-4
CO7890010526,Metals,TBD-00000006
CO7890010526,Radioactive,TBD-00000017
CO7890010526,VOC,TBD-00000010
CO7890010526,Selenium,7782-49-2
CO7890010526,Vanadium (fume or dust),7440-62-2
CO7890010526,"1,1,1-Trichloroethane",71-55-6
CO7890010526,"1,1,2-Trichloroethane",79-00-5
CO7890010526,Vinylidene chloride,75-35-4
CO7890010526,"1,1-Dichloroethane",75-34-3
CO7890010526,"1,1-Dichloroethene",75-35-4
CO7890010526,"1,2-Dichloroethane",107-06-2
CO7890010526,"1,2-Dichloroethene",540-59-0
CO7890010526,Carbon tetrachloride,56-23-5
CO7890010526,Chloroform,67-66-3
CO7890010526,PCE,127-18-4
CO7890010526,TCA,TBD-00000010
CO7890010526,TCE,79-01-6
CO7890010526,Toluene,108-88-3
CO7890010526,Xylene (mixed isomers),1330-20-7
CO7890010526,"cis-1,2-Dichloroethene",156-59-2
CO7890010526,Fluoride,16984-48-8
CO7890010526,Nitrate/nitrite,TBD-00000005
CO7890010526,Chromium,7440-47-3
CO7890010526,Nickel,7440-02-0
CO7890010526,Tetrachloroethene,127-18-4
CO7890010526,Plutonium-239,15117-48-3
CO7890010526,Plutonium-240,14119-33-6
CO7890010526,PAH,TBD-00000003
CO7890010526,Aroclor-1254,11097-69-1
CO7890010526,Americium,7440-35-9
CO7890010526,Plutonium,05-07-40
CO7890010526,Mercury,7439-97-6
CO7890010526,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",1746-01-6
CO7890010526,Arsenic,7440-38-2
CO7890010526,"Vanadium, metal and/or alloy",E17133026
CO7890010526,Benzo[a]pyrene,50-32-8
CO7890010526,Plutonium-239/240,E17075086
CO7890010526,Americium-241,14596-10-2
CO7890010526,Aroclor-1248,12672-29-6
CO7890010526,Uranium-234,13966-29-5
CO7890010526,Uranium-235,15117-96-1
CO7890010526,Uranium,7440-61-1
CO7890010526,"1,2-cis-Dichloroethene",156-59-2
CO7890010526,Methylene chloride,75-09-2
CO7890010526,Trichloroethene,79-01-6
CO7890010526,Total PAHs,130498-29-2
COD000110254,"2,4,5-Trichlorophenol",95-95-4
COD000110254,"2,4-Dichlorophenol",120-83-2
COD000110254,"2,4-Dimethylphenol",105-67-9
COD000110254,2-Chlorophenol,95-57-8
COD000110254,Base neutral acids,TBD-00000002
COD000110254,Pentachlorophenol,87-86-5
COD000110254,Phenol,108-95-2
COD000110254,Organics,TBD-00000009
COD000110254,"1,12-Benzoperylene",191-24-2
COD000110254,Acenaphthene,83-32-9
COD000110254,Acenaphthylene,208-96-8
COD000110254,Fluoranthene,206-44-0
COD000110254,Fluorene,86-73-7
COD000110254,Naphthalene,91-20-3
COD000110254,Phenanthrene,85-01-8
COD000110254,Pyrene,129-00-0
COD000110254,Carbazole,86-74-8
COD000110254,Pesticides,TBD-00000011
COD000110254,Dichloromethane,75-09-2
COD000110254,Perchloroethylene,127-18-4
COD000110254,VOC,TBD-00000010
COD000110254,2-Methylphenol,95-48-7
COD000110254,4-Methylphenol,106-44-5
COD000110254,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",1746-01-6
COD000110254,Anthracene,120-12-7
COD000110254,Tetrachloroethylene,127-18-4
COD000110254,Trichloroethylene,79-01-6
COD000110254,"Dioxins and furans, unspecified mixture",E17000357
COD000110254,Copper,7440-50-8
COD000110254,Lead,7439-92-1
COD000110254,Benzo[a]pyrene,50-32-8
COD000110254,Chrysene,218-01-9
COD000110254,Arsenic,7440-38-2
COD000110254,Total PAHs,130498-29-2
COD000110254,Benzene,71-43-2
COD000110254,Dioxins/dibenzofurans,TBD-00000004
COD000110254,Toluene,108-88-3
COD000110254,Xylene (mixed isomers),1330-20-7
COD000110254,PAH,TBD-00000003
COD000110254,Cadmium,7440-43-9
COD000110254,2-Methylnaphthalene,90-12-0
COD000110254,Benzo[a]anthracene,56-55-3
COD000110254,"Dibenzo(a,h)Anthracene",53-70-3
COD000110254,Benzo(b)fluoranthene,205-99-2
COD007063274,Metals,TBD-00000006
COD007063274,Radioactive,TBD-00000017
COD007063530,Arsenic,7440-38-2
